country,year,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years
United Kingdom,2005,0.11,4.815,9.16,10.455,7.19,7.85
United Kingdom,2006,0.095,4.695,8.875,10.91,7.46,7.05
United Kingdom,2007,0.19,4.57,8.63,9.85,6.965,7.255
United Kingdom,2008,0.185,4.84,9.73,10.815,7.37,7.415
United Kingdom,2009,0.1,4.985,8.655,11.19,7.305,6.765
United Kingdom,2010,0.06,5.395,7.87,10.675,7.405,7.3
United Kingdom,2011,0.17,5.335,8.185,11.715,7.425,6.315
United Kingdom,2012,0.165,5.195,8.785,11.425,7.345,6.82
United Kingdom,2013,0.12,4.97,8.205,12.605,8.69,7.87
United Kingdom,2014,0.18,5.27,8.67,12.375,8.155,7.315
United Kingdom,2015,0.13,5.815,8.81,11.75,8.905,7.96
United States,1985,0.81,12.87,15.18,15.175,18.42,29.905
United States,1986,0.745,13.03,15.69,15.815,19.145,31.4
United States,1987,0.725,12.785,15.36,15.505,18.78,32.675
United States,1988,0.695,13.085,15.355,14.85,17.755,32.115
United States,1989,0.675,13.235,14.965,14.76,17.505,30.08
United States,1990,0.745,12.955,15.185,15.235,17.83,31.95
United States,1991,0.73,12.85,15.2,15.125,17.02,30.96
United States,1992,0.85,12.78,14.535,15.01,16.46,29.25
United States,1993,0.86,13.265,15.06,15.01,16.25,29.115
United States,1994,0.845,13.585,15.365,15.04,15.055,28.125
United States,1995,0.87,13.115,15.4,15.08,15.22,26.86
United States,1996,0.775,11.8,14.515,15.39,15.07,25.675
United States,1997,0.78,11.23,14.315,15.145,14.625,24.885
United States,1998,0.815,10.935,13.895,15.245,14.205,25.16
United States,1999,0.61,10.16,13.525,14.43,13.51,23.15
United States,2000,0.735,10.015,11.945,14.575,12.795,23.225
United States,2001,0.67,9.765,12.715,15.03,13.73,22.2
United States,2002,0.635,9.7,12.545,15.575,14.1,22.455
United States,2003,0.6,9.495,12.59,15.44,13.875,20.82
United States,2004,0.695,10.16,12.55,15.87,13.715,20.46
United States,2005,0.665,9.825,12.3,15.75,13.845,20.955
United States,2006,0.54,9.68,12.2,16.19,14.25,19.705
United States,2007,0.45,9.49,12.94,16.805,14.895,19.98
United States,2008,0.535,9.77,13.27,17.44,15.77,19.835
United States,2009,0.64,9.865,13.195,17.8,16.045,19.55
United States,2010,0.655,10.335,14.085,17.965,16.585,19.82
United States,2011,0.685,10.75,14.78,18.165,16.665,20.135
United States,2012,0.745,10.83,14.835,18.46,17.135,20.565
United States,2013,0.945,10.83,14.9,18.035,17.625,21
United States,2014,1.02,11.285,15.17,18.5,18.21,21.48
United States,2015,0.99,12.25,15.78,18.845,18.145,21.695
Uruguay,1985,0.565,4.28,8.095,12.265,21.91,42.19
Uruguay,1986,0.73,6.095,7.065,7.79,21.44,43.48
Uruguay,1987,0.365,5.025,5.32,11.34,17.705,42.46
Uruguay,1988,0.72,6.76,10.07,10.54,15.505,38.995
Uruguay,1989,0.72,8.71,10.955,13.64,23.095,41.47
Uruguay,1990,1.115,8.14,8.035,13.015,19.455,40.575
Uruguay,1993,1.135,10.535,13.47,17.015,23.475,45.88
Uruguay,1994,1.12,8.11,15.035,15.735,25.455,42.105
Uruguay,1995,0.78,11.4,15.105,15.215,23.225,53.635
Uruguay,1996,0.935,10.545,13.415,14.61,24.025,30.435
Uruguay,1997,0.375,11.11,16.14,15.69,28.435,45.205
Uruguay,1998,1.46,11.725,18.555,20.11,28.845,52.075
Uruguay,1999,0.745,10.835,12.27,16.885,25.1,55.975
Uruguay,2000,0.735,14.12,15.49,22.025,32.105,52.66
Uruguay,2001,0.725,12.24,12.18,21.245,28.83,42.84
Uruguay,2002,0.92,18.245,19.95,24.705,37.185,64.84
Uruguay,2003,0.555,11.615,16.71,19.855,32.155,48.735
Uruguay,2004,1.295,14.525,15.195,19.635,25.555,53.04
Uruguay,2005,0.565,14.565,16.665,16.53,26.865,45.465
Uruguay,2006,0.74,12.295,16.04,18.72,31.525,45.105
Uruguay,2007,2.24,16.215,16.52,22.045,29.485,47.77
Uruguay,2008,0.955,13.275,15.385,21.12,26.13,40.4
Uruguay,2009,0.39,14.875,19.075,17.435,24.115,43.18
Uruguay,2010,0.79,15.31,20.07,16.875,27.435,48.235
Uruguay,2012,0.595,17.645,18.755,22.46,26.98,45.74
Uruguay,2013,1.605,16.7,20.09,18.47,20.54,47.14
Uruguay,2014,0.39,18.24,21.585,22.93,23.15,38.22
Uruguay,2015,1.01,17.315,25.33,20.235,29.12,42
Uzbekistan,1990,1.21,8.335,11.255,14.98,14.265,14.635
Uzbekistan,1991,1.07,8.28,10.9,14.005,12.235,15.6
Uzbekistan,1992,1.045,8.775,9.695,11.735,10.6,13.795
Uzbekistan,1993,0.96,8,10.46,11.965,10.865,13.63
Uzbekistan,1994,0.59,8.28,9.94,12.845,12.42,11.35
Uzbekistan,1995,0.745,7.37,10.275,13.715,13.875,9.67
Uzbekistan,1996,0.815,8.245,12.455,15.245,14.765,11.005
Uzbekistan,1997,0.73,8.775,10.95,12.435,12.205,10.195
Uzbekistan,1998,0.93,9,11.05,12.58,11.815,8.775
Uzbekistan,1999,1.19,10.255,12.625,13.245,9.625,9.725
Uzbekistan,2000,1.075,10.69,12.47,13.59,12.215,10.115
Uzbekistan,2001,1.26,10.5,12.875,12.6,10.475,10.25
Uzbekistan,2002,1.055,8.765,10.245,9.8,7.875,9.9
Uzbekistan,2003,0.88,7.035,9.105,8.965,8.095,6.95
Uzbekistan,2004,0.525,6.635,7.53,7.9,6.325,5.105
Uzbekistan,2005,0.655,5.165,7.46,8.07,6.98,5.575
Uzbekistan,2009,0.995,6.83,7.325,7.57,4.79,2.92
Uzbekistan,2010,1.44,7.19,6.89,7.415,5.61,3.07
Uzbekistan,2011,1.37,8.12,8.33,8.275,4.28,3.195
Uzbekistan,2012,1.55,10.28,8.585,7.45,6.8,4.1
Uzbekistan,2013,1.715,10.36,8.955,8.58,5.72,4.1
